Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Homoglyphs,pand0ra.com,185.53.178.8,,,com,
Wrong TLD,pandora.ca,143.95.238.84,GB,UNITED KINGDOM,pandora.ca,ca,
Wrong TLD,pandora.ch,85.10.193.152,GB,UNITED KINGDOM,mail.pandora.ch,ch,
Wrong TLD,pandora.de,208.85.40.105,NO,NORWAY,,de,
Wrong TLD,pandora.edu,,?,,edu,
Wrong TLD,pandora.es,72.52.4.122,US,UNITED STATES,localhost,es,
Wrong TLD,pandora.fr,178.32.0.33,FR,FRANCE,smail.experthost.fr,fr,
Wrong TLD,pandora.it,185.53.179.8,,mail.h-email.net,it,
Wrong TLD,pandora.jp,219.117.225.211,JP,JAPAN,www.pandora.jp,jp,
Wrong TLD,pandora.net,212.97.130.118,DK,DENMARK,pandora-net.mail.protection.outlook.com,net,
Wrong TLD,pandora.nl,46.30.213.158,DK,DENMARK,aspmx2.googlemail.com,nl,
Wrong TLD,pandora.no,194.63.248.52,DE,GERMANY,amazonses.com,no,
Wrong TLD,pandora.org,173.254.28.65,US,UNITED STATES,mail.pandora.org,org,
Wrong TLD,pandora.ru,,?,alt2.aspmx.l.google.com,ru,
Wrong TLD,pandora.se,193.41.214.6,SE,SWEDEN,incoming1.quicknet.se,se,
Wrong TLD,pandora.us,208.85.40.105,US,UNITED STATES,,us,

