Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Character Replacement,fkipkart.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Replacement,fliokart.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Replacement,flipjart.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Replacement,flipkaet.com,199.59.242.150,AU,AUSTRALIA,mx76.mb1p.com,com,
Character Replacement,flipkarr.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Replacement,flipkary.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Replacement,flipkatt.com,199.59.242.150,CA,CANADA,mx76.mb1p.com,com,
Character Replacement,flipksrt.com,103.224.182.238,,mx92.mb5p.com,com,
Character Replacement,fliplart.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Character Replacement,flopkart.com,50.63.202.19,US,UNITED STATES,smtp.secureserver.net,com,
Character Replacement,flupkart.com,199.59.242.150,FR,FRANCE,mx76.m2bp.com,com,
Character Replacement,glipkart.com,199.59.242.150,CA,CANADA,mx76.mb1p.com,com,
Character Insertion,fdlipkart.com,,?,,com,
Character Insertion,fglipkart.com,,?,,com,
Character Insertion,fliopkart.com,103.224.212.222,,mx92.mb5p.com,com,
Character Insertion,flipkaret.com,72.52.4.120,US,UNITED STATES,localhost,com,
Character Insertion,flipkartr.com,91.195.241.72,DE,GERMANY,,com,
Character Insertion,flipkarty.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Insertion,flipkasrt.com,,?,,com,
Character Insertion,flipkjart.com,50.63.202.4,UA,UKRAINE,mailstore1.secureserver.net,com,
Character Insertion,flipklart.com,199.59.242.150,US,UNITED STATES,mx76.m2bp.com,com,
Character Insertion,flipokart.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Character Insertion,fliupkart.com,207.244.67.216,US,UNITED STATES,,com,
Character Insertion,flkipkart.com,50.63.202.22,CN,CHINA,,com,
Missing Dot,flipkartcom.com,185.53.178.6,,mail.h-email.net,com,
Missing Dot,wwwflipkart.com,199.59.242.150,ÇD,,mx76.m2bp.com,com,
Singular or Pluralise,flipkarts.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Vowel Swap,flapkart.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Vowel Swap,flepkart.com,199.59.242.150,CN,CHINA,mx76.mb1p.com,com,
Vowel Swap,flipkert.com,103.224.182.238,,park-mx.above.com,com,
Vowel Swap,flipkirt.com,141.8.224.169,CH,SWITZERLAND,,com,
Vowel Swap,flipkort.com,141.8.224.169,H5,,,com,
Vowel Swap,flipkurt.com,103.224.182.238,,mx92.m1bp.com,com,
Homophones,flayepkart.com,,?,,com,
Homophones,fleyepkart.com,,?,,com,
Bit Flipping,blipkart.com,98.142.101.138,US,UNITED STATES,blipkart.com,com,
Bit Flipping,fdipkart.com,,?,,com,
Bit Flipping,fhipkart.com,,?,,com,
Bit Flipping,flhpkart.com,,?,,com,
Bit Flipping,fli0kart.com,,?,,com,
Bit Flipping,flipcart.com,50.63.202.1,2@,,aspmx2.googlemail.com,com,
Bit Flipping,flipiart.com,184.168.221.104,PR,PUERTO RICO,,com,
Bit Flipping,flipka2t.com,184.168.221.76,US,UNITED STATES,smtp.secureserver.net,com,
Bit Flipping,flipkabt.com,,?,,com,
Bit Flipping,flipkapt.com,,?,,com,
Bit Flipping,flipkar4.com,,?,,com,
Bit Flipping,flipkard.com,185.53.178.7,,,com,
Bit Flipping,flipkarp.com,103.224.212.222,,mx92.mb5p.com,com,
Bit Flipping,flipkaru.com,184.168.221.32,US,UNITED STATES,mailstore1.secureserver.net,com,
Bit Flipping,flipkarv.com,,?,,com,
Bit Flipping,flipkast.com,,?,,com,
Bit Flipping,flipkavt.com,,?,,com,
Bit Flipping,flipkazt.com,,?,,com,
Bit Flipping,flipkcrt.com,,?,,com,
Bit Flipping,flipkqrt.com,178.62.123.154,RU,RUSSIAN FEDERATION,,com,
Bit Flipping,flipoart.com,184.168.221.57,US,UNITED STATES,smtp.secureserver.net,com,
Bit Flipping,fliqkart.com,72.52.4.120,US,UNITED STATES,localhost,com,
Bit Flipping,flirkart.com,,?,,com,
Bit Flipping,flitkart.com,141.8.224.169,CH,SWITZERLAND,,com,
Bit Flipping,flixkart.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Bit Flipping,flkpkart.com,213.247.47.190,NL,NETHERLANDS,mx7.flkpkart.com,com,
Bit Flipping,flmpkart.com,,?,,com,
Bit Flipping,flypkart.com,184.168.221.26,US,UNITED STATES,mailstore1.secureserver.net,com,
Bit Flipping,fmipkart.com,185.53.179.7,,mail.h-email.net,com,
Bit Flipping,fnipkart.com,103.50.162.127,,fnipkart.com,com,
Bit Flipping,nlipkart.com,,?,,com,
Bit Flipping,vlipkart.com,,?,,com,
Homoglyphs,f1ipkart.com,,?,,com,
Homoglyphs,fllpkart.com,199.59.242.150,CN,CHINA,mx76.m2bp.com,com,
Wrong TLD,flipkart.ca,,?,,ca,
Wrong TLD,flipkart.ch,72.52.4.120,US,UNITED STATES,localhost,ch,
Wrong TLD,flipkart.de,91.195.241.71,DE,GERMANY,,de,
Wrong TLD,flipkart.edu,,?,,edu,
Wrong TLD,flipkart.es,89.31.143.20,DE,GERMANY,,es,
Wrong TLD,flipkart.fr,72.52.4.120,US,UNITED STATES,localhost,fr,
Wrong TLD,flipkart.it,185.26.105.244,,mxl1.spamora.net,it,
Wrong TLD,flipkart.jp,72.52.4.120,US,UNITED STATES,localhost,jp,
Wrong TLD,flipkart.net,163.53.77.22,,,net,
Wrong TLD,flipkart.nl,72.52.4.120,US,UNITED STATES,localhost,nl,
Wrong TLD,flipkart.no,185.53.178.8,,mail.h-email.net,no,
Wrong TLD,flipkart.org,184.168.221.26,US,UNITED STATES,smtp.secureserver.net,org,
Wrong TLD,flipkart.ru,185.53.179.40,,,ru,
Wrong TLD,flipkart.se,72.52.4.120,US,UNITED STATES,localhost,se,
Wrong TLD,flipkart.us,68.178.213.61,SG,SINGAPORE,,us,

