Typo Type,Typo,DNS-A,CC-A,Country-A,DNS-MX,Extn
Wrong TLD,delta.ca,209.15.241.98,US,UNITED STATES,smtp.delta.ca,ca,
Wrong TLD,delta.ch,188.94.253.106,DE,GERMANY,mx-delta-ch.mhs.ch,ch,
Wrong TLD,delta.de,81.169.145.88,DE,GERMANY,exchange.deltacomputer.de,de,
Wrong TLD,delta.edu,161.133.129.64,BD,BANGLADESH,xserver.delta.edu,edu,
Wrong TLD,delta.es,52.17.178.77,US,UNITED STATES,delta-es.mail.protection.outlook.com,es,
Wrong TLD,delta.fr,5.135.179.141,FR,FRANCE,mail.delta.fr,fr,
Wrong TLD,delta.it,,?,,it,
Wrong TLD,delta.jp,,?,dns.delta.jp,jp,
Wrong TLD,delta.net,204.74.99.100,US,UNITED STATES,mx3c28.concentric.com,net,
Wrong TLD,delta.nl,217.63.91.30,NL,NETHERLANDS,smtp82-in.cegeka.be,nl,
Wrong TLD,delta.no,185.56.187.51,,mgw2.99x.no,no,
Wrong TLD,delta.org,198.232.185.140,US,UNITED STATES,paamsgvmg002.deltadentalpa.org,org,
Wrong TLD,delta.ru,5.45.82.129,RU,RUSSIAN FEDERATION,mx78.delta.ru,ru,
Wrong TLD,delta.se,,?,mx1.ilait.se,se,
Wrong TLD,delta.us,93.190.235.135,DE,GERMANY,,us,

